시도,시군구,행정구역명,행정동(행정기관명),법정동,행정구역코드,행정기관코드,행정기관 생성일,법정동코드,법정동 관할지역,행정동 영문명칭,비고
서울특별시,양천구,신정2동,신정2동,신정동,1115065,1147063000,19880423,1147010100,분할연계,Sinjeong 2(i)-dong,
서울특별시,양천구,신정3동,신정3동,신정동,1115066,1147064000,19880423,1147010100,분할연계,Sinjeong 3(sam)-dong,
서울특별시,양천구,신정4동,신정4동,신정동,1115072,1147065000,19880423,1147010100,분할연계,Sinjeong 4(sa)-dong,
서울특별시,양천구,신정6동,신정6동,신정동,1115069,1147067000,19880701,1147010100,분할연계,Sinjeong 6(yuk)-dong,
서울특별시,양천구,신정7동,신정7동,신정동,1115070,1147068000,19890901,1147010100,분할연계,Sinjeong 7(chil)-dong,
서울특별시,강서구,염창동,염창동,염창동,1116051,1150051000,19880423,1150010100,,Yeomchang-dong,
서울특별시,강서구,염창동,염창동,가양동,1116051,1150051000,19880423,1150010400,분할연계,Yeomchang-dong,
서울특별시,강서구,등촌1동,등촌제1동,등촌동,1116052,1150052000,19880423,1150010200,분할연계,Deungchon 1(il)-dong,
서울특별시,강서구,등촌2동,등촌제2동,등촌동,1116053,1150053000,19880423,1150010200,분할연계,Deungchon 2(i)-dong,
서울특별시,강서구,등촌3동,등촌제3동,등촌동,1116054,1150053500,19951201,1150010200,분할연계,Deungchon 3(sam)-dong,
서울특별시,강서구,화곡1동,화곡제1동,화곡동,1116073,1150054000,19880423,1150010300,분할연계,Hwagok 1(il)-dong,
서울특별시,강서구,화곡2동,화곡제2동,화곡동,1116057,1150055000,19880423,1150010300,분할연계,Hwagok 2(i)-dong,
서울특별시,강서구,화곡3동,화곡제3동,화곡동,1116058,1150056000,19880423,1150010300,분할연계,Hwagok 3(sam)-dong,
서울특별시,강서구,화곡4동,화곡제4동,화곡동,1116059,1150057000,19880423,1150010300,분할연계,Hwagok 4(sa)-dong,
서울특별시,강서구,화곡본동,화곡본동,화곡동,1116055,1150059000,19880423,1150010300,분할연계,Hwagokbon-dong,
서울특별시,강서구,화곡6동,화곡제6동,화곡동,1116061,1150059100,19910907,1150010300,분할연계,Hwagok 6(yuk)-dong,
서울특별시,강서구,화곡8동,화곡제8동,화곡동,1116063,1150059300,19910907,1150010300,분할연계,Hwagok 8(pal)-dong,
서울특별시,강서구,가양1동,가양제1동,가양동,1116064,1150060300,19930401,1150010400,분할연계,Gayang 1(il)-dong,
서울특별시,강서구,가양1동,가양제1동,마곡동,1116064,1150060300,19930401,1150010500,분할연계,Gayang 1(il)-dong,
서울특별시,강서구,가양2동,가양제2동,가양동,1116065,1150060400,19930401,1150010400,분할연계,Gayang 2(i)-dong,
서울특별시,강서구,가양3동,가양제3동,가양동,1116066,1150060500,19930401,1150010400,분할연계,Gayang 3(sam)-dong,
서울특별시,강서구,발산1동,발산제1동,마곡동,1116067,1150061100,20140514,1150010500,분할연계,Balsan 1(il)-dong,
서울특별시,강서구,발산1동,발산제1동,내발산동,1116067,1150061100,20140514,1150010600,분할연계,Balsan 1(il)-dong,
서울특별시,강서구,발산1동,발산제1동,외발산동,1116067,1150061100,20140514,1150010700,,Balsan 1(il)-dong,
서울특별시,강서구,우장산동,우장산동,화곡동,1116074,1150061500,20080825,1150010300,분할연계,Ujangsan-dong,
서울특별시,강서구,우장산동,우장산동,내발산동,1116074,1150061500,20080825,1150010600,분할연계,Ujangsan-dong,
서울특별시,강서구,공항동,공항동,마곡동,1116069,1150062000,20140514,1150010500,분할연계,Gonghang-dong,
서울특별시,강서구,공항동,공항동,공항동,1116069,1150062000,20140514,1150010800,분할연계,Gonghang-dong,
서울특별시,강서구,공항동,공항동,방화동,1116069,1150062000,20140514,1150010900,분할연계,Gonghang-dong,
서울특별시,강서구,공항동,공항동,과해동,1116069,1150062000,20140514,1150011100,,Gonghang-dong,
서울특별시,강서구,공항동,공항동,오곡동,1116069,1150062000,20140514,1150011200,,Gonghang-dong,
서울특별시,강서구,공항동,공항동,오쇠동,1116069,1150062000,20140514,1150011300,,Gonghang-dong,
서울특별시,강서구,방화1동,방화제1동,마곡동,1116070,1150063000,20140514,1150010500,분할연계,Banghwa 1(il)-dong,
서울특별시,강서구,방화1동,방화제1동,공항동,1116070,1150063000,20140514,1150010800,분할연계,Banghwa 1(il)-dong,
서울특별시,강서구,방화1동,방화제1동,방화동,1116070,1150063000,20140514,1150010900,분할연계,Banghwa 1(il)-dong,
서울특별시,강서구,방화2동,방화제2동,방화동,1116071,1150064000,19880423,1150010900,분할연계,Banghwa 2(i)-dong,
서울특별시,강서구,방화2동,방화제2동,개화동,1116071,1150064000,19880423,1150011000,,Banghwa 2(i)-dong,
서울특별시,강서구,방화3동,방화제3동,방화동,1116072,1150064100,19941101,1150010900,분할연계,Banghwa 3(sam)-dong,
서울특별시,구로구,신도림동,신도림동,신도림동,1117051,1153051000,19880423,1153010100,,Sindorim-dong,
서울특별시,구로구,구로1동,구로제1동,구로동,1117052,1153052000,19880423,1153010200,분할연계,Guro 1(il)-dong,
서울특별시,구로구,구로2동,구로제2동,구로동,1117071,1153053000,19880423,1153010200,분할연계,Guro 2(i)-dong,
서울특별시,구로구,구로3동,구로제3동,구로동,1117054,1153054000,19880423,1153010200,분할연계,Guro 3(sam)-dong,
서울특별시,구로구,구로4동,구로제4동,구로동,1117055,1153055000,19880423,1153010200,분할연계,Guro 4(sa)-dong,
서울특별시,구로구,구로5동,구로제5동,구로동,1117056,1153056000,19880423,1153010200,분할연계,Guro 5(o)-dong,
서울특별시,구로구,가리봉동,가리봉동,가리봉동,1117070,1153059500,20080501,1153010300,,Garibong-dong,
서울특별시,구로구,고척1동,고척제1동,고척동,1117061,1153072000,19880423,1153010600,분할연계,Gocheok 1(il)-dong,
서울특별시,구로구,고척2동,고척제2동,고척동,1117062,1153073000,19880423,1153010600,분할연계,Gocheok 2(i)-dong,
서울특별시,구로구,개봉1동,개봉제1동,개봉동,1117072,1153074000,19880423,1153010700,분할연계,Gaebong 1(il)-dong,
서울특별시,구로구,개봉2동,개봉제2동,개봉동,1117064,1153075000,19880423,1153010700,분할연계,Gaebong 2(i)-dong,
서울특별시,구로구,개봉3동,개봉제3동,개봉동,1117065,1153076000,19880423,1153010700,분할연계,Gaebong 3(sam)-dong,
서울특별시,구로구,오류1동,오류제1동,오류동,1117067,1153077000,19880423,1153010800,분할연계,Oryu 1(il)-dong,
서울특별시,구로구,오류2동,오류제2동,오류동,1117073,1153078000,19880423,1153010800,분할연계,Oryu 2(i)-dong,오류2동 중 법정동 항동구역이 행정동 항동으로 분동(200101)
서울특별시,구로구,오류2동,오류제2동,천왕동,1117073,1153078000,19880423,1153011100,,Oryu 2(i)-dong,오류2동 중 법정동 항동구역이 행정동 항동으로 분동(200101)
서울특별시,구로구,항동,항동,항동,1117074,1153080000,20200101,1153011200,,Hang-dong,오류2동 중 법정동 항동구역이 행정동 항동으로 분동신설(200101)
서울특별시,구로구,수궁동,수궁동,궁동,1117069,1153079000,19880701,1153010900,,Sugung-dong,
서울특별시,구로구,수궁동,수궁동,온수동,1117069,1153079000,19880701,1153011000,,Sugung-dong,
서울특별시,금천구,가산동,가산동,가산동,1118051,1154551000,19950301,1154510100,,Gasan-dong,
서울특별시,금천구,독산1동,독산제1동,독산동,1118052,1154561000,19950301,1154510200,분할연계,Doksan 1(il)-dong,
서울특별시,금천구,독산2동,독산제2동,독산동,1118053,1154562000,19950301,1154510200,분할연계,Doksan 2(i)-dong,
서울특별시,금천구,독산3동,독산제3동,독산동,1118054,1154563000,19950301,1154510200,분할연계,Doksan 3(sam)-dong,
서울특별시,금천구,독산4동,독산제4동,독산동,1118055,1154564000,19950301,1154510200,분할연계,Doksan 4(sa)-dong,
서울특별시,금천구,시흥1동,시흥제1동,시흥동,1118057,1154567000,19950301,1154510300,분할연계,Siheung 1(il)-dong,
서울특별시,금천구,시흥2동,시흥제2동,시흥동,1118058,1154568000,19950301,1154510300,분할연계,Siheung 2(i)-dong,
서울특별시,금천구,시흥3동,시흥제3동,시흥동,1118059,1154569000,19950301,1154510300,분할연계,Siheung 3(sam)-dong,
서울특별시,금천구,시흥4동,시흥제4동,시흥동,1118060,1154570000,19950301,1154510300,분할연계,Siheung 4(sa)-dong,
서울특별시,금천구,시흥5동,시흥제5동,시흥동,1118061,1154571000,19950301,1154510300,분할연계,Siheung 5(o)-dong,
서울특별시,영등포구,영등포본동,영등포본동,영등포동,1119073,1156051500,20080901,1156010100,분할연계,Yeongdeungpobon-dong,
서울특별시,영등포구,영등포본동,영등포본동,신길동,1119073,1156051500,20080901,1156013200,분할연계,Yeongdeungpobon-dong,
서울특별시,영등포구,영등포동,영등포동,영등포동,1119074,1156053500,20080901,1156010100,분할연계,Yeongdeungpo-dong,
서울특별시,영등포구,영등포동,영등포동,영등포동1가,1119074,1156053500,20080901,1156010200,,Yeongdeungpo-dong,
서울특별시,영등포구,영등포동,영등포동,영등포동2가,1119074,1156053500,20080901,1156010300,,Yeongdeungpo-dong,
서울특별시,영등포구,영등포동,영등포동,영등포동3가,1119074,1156053500,20080901,1156010400,,Yeongdeungpo-dong,
서울특별시,영등포구,영등포동,영등포동,영등포동4가,1119074,1156053500,20080901,1156010500,,Yeongdeungpo-dong,
서울특별시,영등포구,영등포동,영등포동,영등포동5가,1119074,1156053500,20080901,1156010600,,Yeongdeungpo-dong,
서울특별시,영등포구,영등포동,영등포동,영등포동6가,1119074,1156053500,20080901,1156010700,,Yeongdeungpo-dong,
서울특별시,영등포구,영등포동,영등포동,영등포동7가,1119074,1156053500,20080901,1156010800,,Yeongdeungpo-dong,
서울특별시,영등포구,영등포동,영등포동,영등포동8가,1119074,1156053500,20080901,1156010900,,Yeongdeungpo-dong,
서울특별시,영등포구,여의동,여의동,여의도동,1119054,1156054000,19880423,1156011000,,Yeoui-dong,
서울특별시,영등포구,당산1동,당산제1동,당산동1가,1119055,1156055000,19880423,1156011100,,Dangsan 1(il)-dong,
서울특별시,영등포구,당산1동,당산제1동,당산동2가,1119055,1156055000,19880423,1156011200,,Dangsan 1(il)-dong,
서울특별시,영등포구,당산1동,당산제1동,당산동3가,1119055,1156055000,19880423,1156011300,,Dangsan 1(il)-dong,
서울특별시,영등포구,당산2동,당산제2동,당산동4가,1119056,1156056000,19880423,1156011400,,Dangsan  2(i)-dong,
서울특별시,영등포구,당산2동,당산제2동,당산동5가,1119056,1156056000,19880423,1156011500,,Dangsan  2(i)-dong,
서울특별시,영등포구,당산2동,당산제2동,당산동6가,1119056,1156056000,19880423,1156011600,,Dangsan  2(i)-dong,
서울특별시,영등포구,당산2동,당산제2동,당산동,1119056,1156056000,19880423,1156011700,,Dangsan  2(i)-dong,
서울특별시,영등포구,도림동,도림동,도림동,1119075,1156058500,20080901,1156011800,,Dorim-dong,
서울특별시,영등포구,문래동,문래동,문래동1가,1119076,1156060500,20080901,1156011900,,Mullae-dong,
서울특별시,영등포구,문래동,문래동,문래동2가,1119076,1156060500,20080901,1156012000,,Mullae-dong,
서울특별시,영등포구,문래동,문래동,문래동3가,1119076,1156060500,20080901,1156012100,,Mullae-dong,
서울특별시,영등포구,문래동,문래동,문래동4가,1119076,1156060500,20080901,1156012200,,Mullae-dong,
서울특별시,영등포구,문래동,문래동,문래동5가,1119076,1156060500,20080901,1156012300,,Mullae-dong,
서울특별시,영등포구,문래동,문래동,문래동6가,1119076,1156060500,20080901,1156012400,,Mullae-dong,
서울특별시,영등포구,양평1동,양평제1동,양평동1가,1119061,1156061000,19880423,1156012500,,Yangpyeong 1(il)-dong,
서울특별시,영등포구,양평1동,양평제1동,양평동2가,1119061,1156061000,19880423,1156012600,,Yangpyeong 1(il)-dong,
서울특별시,영등포구,양평1동,양평제1동,양평동3가,1119061,1156061000,19880423,1156012700,분할연계,Yangpyeong 1(il)-dong,
서울특별시,영등포구,양평2동,양평제2동,양평동3가,1119062,1156062000,19880423,1156012700,분할연계,Yangpyeong 2(i)-dong,
서울특별시,영등포구,양평2동,양평제2동,양평동4가,1119062,1156062000,19880423,1156012800,,Yangpyeong 2(i)-dong,
서울특별시,영등포구,양평2동,양평제2동,양평동5가,1119062,1156062000,19880423,1156012900,,Yangpyeong 2(i)-dong,
서울특별시,영등포구,양평2동,양평제2동,양평동6가,1119062,1156062000,19880423,1156013000,,Yangpyeong 2(i)-dong,
서울특별시,영등포구,양평2동,양평제2동,양화동,1119062,1156062000,19880423,1156013100,,Yangpyeong 2(i)-dong,
서울특별시,영등포구,양평2동,양평제2동,양평동,1119062,1156062000,19880423,1156013400,,Yangpyeong 2(i)-dong,
서울특별시,영등포구,신길1동,신길제1동,신길동,1119063,1156063000,19880423,1156013200,분할연계,Singil 1(il)-dong,
서울특별시,영등포구,신길3동,신길제3동,신길동,1119065,1156065000,19880423,1156013200,분할연계,Singil 3(sam)-dong,
서울특별시,영등포구,신길4동,신길제4동,신길동,1119066,1156066000,19880423,1156013200,분할연계,Singil 4(sa)-dong,
서울특별시,영등포구,신길5동,신길제5동,신길동,1119067,1156067000,19880423,1156013200,분할연계,Singil 5(o)-dong,
서울특별시,영등포구,신길5동,신길제5동,대림동,1119067,1156067000,19880423,1156013300,분할연계,Singil 5(o)-dong,
서울특별시,영등포구,신길6동,신길제6동,신길동,1119068,1156068000,19880423,1156013200,분할연계,Singil 6(yuk)-dong,
서울특별시,영등포구,신길7동,신길제7동,신길동,1119069,1156069000,19880423,1156013200,분할연계,Singil 7(chil)-dong,
서울특별시,영등포구,대림1동,대림제1동,대림동,1119070,1156070000,19880423,1156013300,분할연계,Daerim 1(il)-dong,
서울특별시,영등포구,대림2동,대림제2동,대림동,1119071,1156071000,19880423,1156013300,분할연계,Daerim 2(i)-dong,
서울특별시,영등포구,대림3동,대림제3동,대림동,1119072,1156072000,19880423,1156013300,분할연계,Daerim 3(sam)-dong,
서울특별시,동작구,노량진1동,노량진제1동,노량진동,1120072,1159051000,19880423,1159010100,분할연계,Noryangjin 1(il)-dong,
서울특별시,동작구,노량진1동,노량진제1동,본동,1120072,1159051000,19880423,1159010400,,Noryangjin 1(il)-dong,
서울특별시,동작구,노량진2동,노량진제2동,노량진동,1120052,1159052000,19880423,1159010100,분할연계,Noryangjin 2(i)-dong,
서울특별시,동작구,상도1동,상도제1동,상도동,1120053,1159053000,19880423,1159010200,분할연계,Sangdo 1(il)-dong,
서울특별시,동작구,상도1동,상도제1동,상도1동,1120053,1159053000,19880423,1159010300,,Sangdo 1(il)-dong,
서울특별시,동작구,상도2동,상도제2동,상도동,1120054,1159054000,19880423,1159010200,분할연계,Sangdo 2(i)-dong,
서울특별시,동작구,상도3동,상도제3동,상도동,1120055,1159055000,19880423,1159010200,분할연계,Sangdo 3(sam)-dong,
서울특별시,동작구,상도4동,상도제4동,상도동,1120056,1159056000,19880423,1159010200,분할연계,Sangdo 4(sa)-dong,
서울특별시,동작구,흑석동,흑석동,흑석동,1120071,1159060500,20080201,1159010500,,Heukseok-dong,
서울특별시,동작구,사당1동,사당제1동,사당동,1120063,1159062000,19880423,1159010700,분할연계,Sadang 1(il)-dong,
서울특별시,동작구,사당2동,사당제2동,동작동,1120073,1159063000,20080901,1159010600,,Sadang 2(i)-dong,
서울특별시,동작구,사당2동,사당제2동,사당동,1120073,1159063000,20080901,1159010700,분할연계,Sadang 2(i)-dong,
서울특별시,동작구,사당3동,사당제3동,사당동,1120065,1159064000,19880423,1159010700,분할연계,Sadang 3(sam)-dong,
서울특별시,동작구,사당4동,사당제4동,사당동,1120066,1159065000,19880423,1159010700,분할연계,Sadang 4(sa)-dong,
서울특별시,동작구,사당5동,사당제5동,사당동,1120067,1159065100,19920701,1159010700,분할연계,Sadang 5(o)-dong,
서울특별시,동작구,대방동,대방동,대방동,1120068,1159066000,19880423,1159010800,,Daebang-dong,
서울특별시,동작구,신대방1동,신대방제1동,신대방동,1120069,1159067000,19880423,1159010900,분할연계,Sindaebang 1(il)-dong,
서울특별시,동작구,신대방2동,신대방제2동,신대방동,1120070,1159068000,19880423,1159010900,분할연계,Sindaebang 2(i)-dong,
서울특별시,관악구,보라매동,보라매동,봉천동,1121052,1162052500,20080901,1162010100,분할연계,Boramae-dong,
서울특별시,관악구,청림동,청림동,봉천동,1121054,1162054500,20080901,1162010100,분할연계,Cheongnim-dong,
서울특별시,관악구,성현동,성현동,봉천동,1121079,1162056500,20080901,1162010100,분할연계,Seonghyeon-dong,
서울특별시,관악구,행운동,행운동,봉천동,1121057,1162057500,20080901,1162010100,분할연계,Haengun-dong,
서울특별시,관악구,낙성대동,낙성대동,봉천동,1121058,1162058500,20080901,1162010100,분할연계,Nagseongdae-dong,
서울특별시,관악구,청룡동,청룡동,봉천동,1121080,1162059500,20080901,1162010100,분할연계,Cheongnyong-dong,
서울특별시,관악구,은천동,은천동,봉천동,1121078,1162060500,20080901,1162010100,분할연계,Euncheon-dong,
서울특별시,관악구,중앙동,중앙동,봉천동,1121061,1162061500,20080901,1162010100,분할연계,Jungang-dong,
서울특별시,관악구,인헌동,인헌동,봉천동,1121062,1162062500,20080901,1162010100,분할연계,Inheon-dong,
서울특별시,관악구,남현동,남현동,남현동,1121063,1162063000,19880423,1162010300,,Namhyeon-dong,
서울특별시,관악구,서원동,서원동,신림동,1121064,1162064500,20080901,1162010200,분할연계,Sewon-dong,
서울특별시,관악구,신원동,신원동,신림동,1121065,1162065500,20080901,1162010200,분할연계,Sinwon-dong,
서울특별시,관악구,서림동,서림동,신림동,1121066,1162066500,20080901,1162010200,분할연계,Serim-dong,
서울특별시,관악구,신사동,신사동,신림동,1121068,1162068500,20080901,1162010200,분할연계,Sinsa-dong,
서울특별시,관악구,신림동,신림동,신림동,1121069,1162069500,20080901,1162010200,분할연계,Sillim-dong,
서울특별시,관악구,난향동,난향동,신림동,1121071,1162071500,20080901,1162010200,분할연계,Nanhyang-dong,
서울특별시,관악구,조원동,조원동,신림동,1121072,1162072500,20080901,1162010200,분할연계,Jowon-dong,
서울특별시,관악구,대학동,대학동,신림동,1121073,1162073500,20080901,1162010200,분할연계,Daehak-dong,
서울특별시,관악구,삼성동,삼성동,신림동,1121082,1162074500,20080901,1162010200,분할연계,Samseong-dong,
서울특별시,관악구,미성동,미성동,신림동,1121083,1162076500,20080901,1162010200,분할연계,Miseong-dong,
서울특별시,관악구,난곡동,난곡동,신림동,1121081,1162077500,20080901,1162010200,분할연계,Nangok-dong,
서울특별시,서초구,서초1동,서초1동,서초동,1122051,1165051000,19880423,1165010800,분할연계,Seocho 1(il)-dong,
서울특별시,서초구,서초2동,서초2동,서초동,1122052,1165052000,19880423,1165010800,분할연계,Seocho 2(i)-dong,
서울특별시,서초구,서초3동,서초3동,방배동,1122053,1165053000,19890427,1165010100,분할연계,Seocho 3(sam)-dong,
서울특별시,서초구,서초3동,서초3동,서초동,1122053,1165053000,19890427,1165010800,분할연계,Seocho 3(sam)-dong,
서울특별시,서초구,서초4동,서초4동,서초동,1122054,1165053100,19910907,1165010800,분할연계,Seocho 4(sa)-dong,
서울특별시,서초구,잠원동,잠원동,잠원동,1122055,1165054000,19880423,1165010600,분할연계,Jamwon-dong,
서울특별시,서초구,반포본동,반포본동,반포동,1122056,1165055000,19880423,1165010700,분할연계,Banpobon-dong,
서울특별시,서초구,반포1동,반포1동,반포동,1122057,1165056000,19880423,1165010700,분할연계,Banpo 1(il)-dong,
서울특별시,서초구,반포2동,반포2동,반포동,1122058,1165057000,19880423,1165010700,분할연계,Banpo 2(i)-dong,
서울특별시,서초구,반포3동,반포3동,잠원동,1122059,1165058000,19880423,1165010600,분할연계,Banpo 3(sam)-dong,
서울특별시,서초구,반포4동,반포4동,반포동,1122060,1165058100,19890901,1165010700,분할연계,Banpo 4(sa)-dong,
서울특별시,서초구,방배본동,방배본동,방배동,1122061,1165059000,19880423,1165010100,분할연계,Bangbaebon-dong,
서울특별시,서초구,방배1동,방배1동,방배동,1122062,1165060000,19880423,1165010100,분할연계,Bangbae 1(il)-dong,
서울특별시,서초구,방배2동,방배2동,방배동,1122063,1165061000,19880423,1165010100,분할연계,Bangbae 2(i)-dong,
서울특별시,서초구,방배3동,방배3동,방배동,1122064,1165062000,19880423,1165010100,분할연계,Bangbae 3(sam)-dong,
서울특별시,서초구,방배4동,방배4동,방배동,1122065,1165062100,19910907,1165010100,분할연계,Bangbae 4(sa)-dong,
서울특별시,서초구,양재1동,양재1동,양재동,1122066,1165065100,19920701,1165010200,분할연계,Yangjae 1(il)-dong,
서울특별시,서초구,양재1동,양재1동,우면동,1122066,1165065100,19920701,1165010300,,Yangjae 1(il)-dong,
서울특별시,서초구,양재2동,양재2동,양재동,1122067,1165065200,19920701,1165010200,분할연계,Yangjae 2(i)-dong,
서울특별시,서초구,양재2동,양재2동,원지동,1122067,1165065200,19920701,1165010400,,Yangjae 2(i)-dong,
서울특별시,서초구,내곡동,내곡동,내곡동,1122068,1165066000,19880423,1165010900,,Naegok-dong,
서울특별시,서초구,내곡동,내곡동,염곡동,1122068,1165066000,19880423,1165011000,,Naegok-dong,
서울특별시,서초구,내곡동,내곡동,신원동,1122068,1165066000,19880423,1165011100,,Naegok-dong,
서울특별시,강남구,신사동,신사동,신사동,1123051,1168051000,19880423,1168010700,분할연계,Sinsa-dong,
서울특별시,강남구,신사동,신사동,압구정동,1123051,1168051000,19880423,1168011000,분할연계,Sinsa-dong,
서울특별시,강남구,논현1동,논현1동,논현동,1123052,1168052100,19921001,1168010800,분할연계,Nonhyeon 1(il)-dong,
서울특별시,강남구,논현2동,논현2동,논현동,1123053,1168053100,19921001,1168010800,분할연계,Nonhyeon 2(i)-dong,
서울특별시,강남구,압구정동,압구정동,신사동,1123077,1168054500,20090301,1168010700,분할연계,Apgujeong-dong,
서울특별시,강남구,압구정동,압구정동,압구정동,1123077,1168054500,20090301,1168011000,분할연계,Apgujeong-dong,
서울특별시,강남구,청담동,청담동,청담동,1123078,1168056500,20090301,1168010400,,Cheongdam-dong,
서울특별시,강남구,삼성1동,삼성1동,삼성동,1123058,1168058000,19880423,1168010500,분할연계,Samseong 1(il)-dong,
서울특별시,강남구,삼성2동,삼성2동,삼성동,1123059,1168059000,19880423,1168010500,분할연계,Samseong 2(i)-dong,
서울특별시,강남구,대치1동,대치1동,대치동,1123060,1168060000,19880423,1168010600,분할연계,Daechi 1(il)-dong,
서울특별시,강남구,대치2동,대치2동,대치동,1123079,1168061000,19880423,1168010600,분할연계,Daechi 2(i)-dong,
서울특별시,강남구,대치4동,대치4동,대치동,1123063,1168063000,19880701,1168010600,분할연계,Daechi 4(sa)-dong,
서울특별시,강남구,역삼1동,역삼1동,역삼동,1123064,1168064000,19880423,1168010100,분할연계,Yeoksam 1(il)-dong,
서울특별시,강남구,역삼2동,역삼2동,역삼동,1123065,1168065000,19880423,1168010100,분할연계,Yeoksam 2(i)-dong,
서울특별시,강남구,도곡1동,도곡1동,도곡동,1123066,1168065500,19890101,1168011800,분할연계,Dogok 1(il)-dong,
서울특별시,강남구,도곡2동,도곡2동,도곡동,1123067,1168065600,19890101,1168011800,분할연계,Dogok 2(i)-dong,
서울특별시,강남구,개포1동,개포1동,개포동,1123068,1168066000,19880423,1168010300,분할연계,Gaepo 1(il)-dong,
서울특별시,강남구,개포2동,개포2동,개포동,1123080,1168067000,19880423,1168010300,분할연계,Gaepo 2(i)-dong,
서울특별시,강남구,개포2동,개포2동,일원동,1123080,1168067000,19880423,1168011400,분할연계,Gaepo 2(i)-dong,
서울특별시,강남구,개포4동,개포4동,개포동,1123071,1168069000,19880701,1168010300,분할연계,Gaepo 4(sa)-dong,
서울특별시,강남구,세곡동,세곡동,세곡동,1123076,1168070000,19880423,1168011100,,Segok-dong,
서울특별시,강남구,세곡동,세곡동,자곡동,1123076,1168070000,19880423,1168011200,,Segok-dong,
서울특별시,강남구,세곡동,세곡동,율현동,1123076,1168070000,19880423,1168011300,,Segok-dong,
서울특별시,강남구,일원본동,일원본동,일원동,1123072,1168072000,19921001,1168011400,분할연계,Irwonbon-dong,
서울특별시,강남구,일원본동,일원본동,수서동,1123072,1168072000,19921001,1168011500,분할연계,Irwonbon-dong,
서울특별시,강남구,일원1동,일원1동,일원동,1123073,1168073000,19921001,1168011400,분할연계,Irwon 1(il)-dong,
서울특별시,강남구,일원1동,일원1동,수서동,1123073,1168073000,19921001,1168011500,분할연계,Irwon 1(il)-dong,
서울특별시,강남구,일원2동,일원2동,개포동,1123074,1168074000,19921001,1168010300,분할연계,Irwon 2(i)-dong,
서울특별시,강남구,일원2동,일원2동,대치동,1123074,1168074000,19921001,1168010600,분할연계,Irwon 2(i)-dong,
서울특별시,강남구,일원2동,일원2동,일원동,1123074,1168074000,19921001,1168011400,분할연계,Irwon 2(i)-dong,
서울특별시,강남구,수서동,수서동,수서동,1123075,1168075000,19921001,1168011500,분할연계,Suseo-dong,
서울특별시,송파구,풍납1동,풍납1동,풍납동,1124051,1171051000,19880423,1171010300,분할연계,Pungnap 1(il)-dong,
서울특별시,송파구,풍납2동,풍납2동,풍납동,1124052,1171052000,19880423,1171010300,분할연계,Pungnap 2(i)-dong,
서울특별시,송파구,거여1동,거여1동,거여동,1124053,1171053100,19920701,1171011300,분할연계,Geoyeo 1(il)-dong,
서울특별시,송파구,거여2동,거여2동,거여동,1124054,1171053200,19920701,1171011300,분할연계,Geoyeo 2(i)-dong,
서울특별시,송파구,마천1동,마천1동,마천동,1124055,1171054000,19880423,1171011400,분할연계,Macheon 1(il)-dong,
서울특별시,송파구,마천2동,마천2동,마천동,1124056,1171055000,19880423,1171011400,분할연계,Macheon 2(i)-dong,
서울특별시,송파구,방이1동,방이1동,방이동,1124057,1171056100,19920701,1171011100,분할연계,Bangi 1(il)-dong,
서울특별시,송파구,방이2동,방이2동,방이동,1124058,1171056200,19920701,1171011100,분할연계,Bangi 2(i)-dong,
서울특별시,송파구,오륜동,오륜동,방이동,1124059,1171056600,19890601,1171011100,분할연계,Oryun-dong,
서울특별시,송파구,오금동,오금동,오금동,1124060,1171057000,19880423,1171011200,,Ogeum-dong,
서울특별시,송파구,송파1동,송파1동,송파동,1124061,1171058000,19880423,1171010400,분할연계,Songpa 1(il)-dong,
서울특별시,송파구,송파2동,송파2동,송파동,1124062,1171059000,19880423,1171010400,분할연계,Songpa 2(i)-dong,
서울특별시,송파구,석촌동,석촌동,석촌동,1124063,1171060000,19880423,1171010500,,Seokchon-dong,
서울특별시,송파구,삼전동,삼전동,삼전동,1124064,1171061000,19880701,1171010600,,Samjeon-dong,
서울특별시,송파구,가락본동,가락본동,가락동,1124065,1171062000,19880701,1171010700,분할연계,Garakbon-dong,
서울특별시,송파구,가락1동,가락1동,가락동,1124066,1171063100,19890601,1171010700,분할연계,Garak 1(il)-dong,
서울특별시,송파구,가락2동,가락2동,가락동,1124067,1171063200,19890601,1171010700,분할연계,Garak 2(i)-dong,
서울특별시,송파구,문정1동,문정1동,문정동,1124068,1171064100,19890901,1171010800,분할연계,Munjeong 1(il)-dong,
서울특별시,송파구,문정2동,문정2동,문정동,1124069,1171064200,19890901,1171010800,분할연계,Munjeong 2(i)-dong,
서울특별시,송파구,문정2동,문정2동,장지동,1124069,1171064200,19890901,1171010900,분할연계,Munjeong 2(i)-dong,
서울특별시,송파구,장지동,장지동,문정동,1124081,1171064600,19960801,1171010800,분할연계,Jangji-dong,
서울특별시,송파구,장지동,장지동,장지동,1124081,1171064600,19960801,1171010900,분할연계,Jangji-dong,
서울특별시,송파구,위례동,위례동,장지동,1124082,1171064700,20150706,1171010900,분할연계,wirye-dong,
서울특별시,송파구,위례동,위례동,거여동,1124082,1171064700,20150706,1171011300,분할연계,wirye-dong,
서울특별시,송파구,잠실본동,잠실본동,잠실동,1124071,1171065000,19880423,1171010100,분할연계,Jamsilbon-dong,
